"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 15 19:40:26 GMT 2022","Wed Jun 15 19:40:32 GMT 2022","5452","test_conduit","test_main","TestConduit","","","test_page_navigation",""
"passed","Wed Jun 15 19:40:05 GMT 2022","Wed Jun 15 19:40:09 GMT 2022","4304","test_conduit","test_main","TestConduit","","","test_sign_in",""
"passed","Wed Jun 15 19:39:56 GMT 2022","Wed Jun 15 19:39:59 GMT 2022","2570","test_conduit","test_main","TestConduit","","","test_registration_invalid",""
"passed","Wed Jun 15 19:40:24 GMT 2022","Wed Jun 15 19:40:25 GMT 2022","200","test_conduit","test_main","TestConduit","","","test_popular_tag_list",""
"passed","Wed Jun 15 19:40:11 GMT 2022","Wed Jun 15 19:40:22 GMT 2022","11065","test_conduit","test_main","TestConduit","","","test_accept_cookies",""
"passed","Wed Jun 15 19:40:34 GMT 2022","Wed Jun 15 19:40:43 GMT 2022","9147","test_conduit","test_main","TestConduit","","","test_adding_new_input",""
"passed","Wed Jun 15 19:40:45 GMT 2022","Wed Jun 15 19:40:50 GMT 2022","5627","test_conduit","test_main","TestConduit","","","test_change_profile_pic",""
"passed","Wed Jun 15 19:40:52 GMT 2022","Wed Jun 15 19:41:18 GMT 2022","25870","test_conduit","test_main","TestConduit","","","test_delete_data",""
"passed","Wed Jun 15 19:41:21 GMT 2022","Wed Jun 15 19:41:21 GMT 2022","181","test_conduit","test_main","TestConduit","","","test_export_data",""
"passed","Wed Jun 15 19:40:00 GMT 2022","Wed Jun 15 19:40:03 GMT 2022","2552","test_conduit","test_main","TestConduit","","","test_registration_valid",""
"passed","Wed Jun 15 19:41:22 GMT 2022","Wed Jun 15 19:41:27 GMT 2022","4383","test_conduit","test_main","TestConduit","","","test_logout",""
