"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 17:59:01 GMT 2022","Thu Jun 23 17:59:05 GMT 2022","4465","test_conduit","test_main","TestConduit","","","test_change_profile_pic",""
"passed","Thu Jun 23 17:58:12 GMT 2022","Thu Jun 23 17:58:15 GMT 2022","2467","test_conduit","test_main","TestConduit","","","test_registration_invalid",""
"passed","Thu Jun 23 17:59:13 GMT 2022","Thu Jun 23 17:59:13 GMT 2022","201","test_conduit","test_main","TestConduit","","","test_export_data",""
"passed","Thu Jun 23 17:58:54 GMT 2022","Thu Jun 23 17:58:59 GMT 2022","4716","test_conduit","test_main","TestConduit","","","test_add_comments_from_input",""
"passed","Thu Jun 23 17:59:15 GMT 2022","Thu Jun 23 17:59:17 GMT 2022","2447","test_conduit","test_main","TestConduit","","","test_logout",""
"passed","Thu Jun 23 17:58:40 GMT 2022","Thu Jun 23 17:58:43 GMT 2022","3472","test_conduit","test_main","TestConduit","","","test_page_navigation",""
"passed","Thu Jun 23 17:59:07 GMT 2022","Thu Jun 23 17:59:11 GMT 2022","4010","test_conduit","test_main","TestConduit","","","test_delete_data",""
"passed","Thu Jun 23 17:58:38 GMT 2022","Thu Jun 23 17:58:38 GMT 2022","180","test_conduit","test_main","TestConduit","","","test_popular_tag_list",""
"passed","Thu Jun 23 17:58:25 GMT 2022","Thu Jun 23 17:58:36 GMT 2022","11103","test_conduit","test_main","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 17:58:21 GMT 2022","Thu Jun 23 17:58:23 GMT 2022","2346","test_conduit","test_main","TestConduit","","","test_sign_in",""
"passed","Thu Jun 23 17:58:16 GMT 2022","Thu Jun 23 17:58:19 GMT 2022","2726","test_conduit","test_main","TestConduit","","","test_registration_valid",""
"passed","Thu Jun 23 17:58:45 GMT 2022","Thu Jun 23 17:58:52 GMT 2022","7214","test_conduit","test_main","TestConduit","","","test_adding_new_input",""
