"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 19:01:04 GMT 2022","Thu Jun 23 19:01:08 GMT 2022","3626","test_conduit","test_main","TestConduit","","","test_delete_data",""
"passed","Thu Jun 23 19:00:39 GMT 2022","Thu Jun 23 19:00:42 GMT 2022","3331","test_conduit","test_main","TestConduit","","","test_page_navigation",""
"passed","Thu Jun 23 19:00:43 GMT 2022","Thu Jun 23 19:00:50 GMT 2022","6847","test_conduit","test_main","TestConduit","","","test_adding_new_input",""
"passed","Thu Jun 23 19:00:11 GMT 2022","Thu Jun 23 19:00:14 GMT 2022","2313","test_conduit","test_main","TestConduit","","","test_registration_invalid",""
"passed","Thu Jun 23 19:01:12 GMT 2022","Thu Jun 23 19:01:14 GMT 2022","2303","test_conduit","test_main","TestConduit","","","test_logout",""
"passed","Thu Jun 23 19:00:58 GMT 2022","Thu Jun 23 19:01:02 GMT 2022","4160","test_conduit","test_main","TestConduit","","","test_change_profile_pic",""
"passed","Thu Jun 23 19:00:52 GMT 2022","Thu Jun 23 19:00:56 GMT 2022","4526","test_conduit","test_main","TestConduit","","","test_add_comments_from_input",""
"passed","Thu Jun 23 19:00:37 GMT 2022","Thu Jun 23 19:00:37 GMT 2022","127","test_conduit","test_main","TestConduit","","","test_popular_tag_list",""
"passed","Thu Jun 23 19:01:09 GMT 2022","Thu Jun 23 19:01:09 GMT 2022","139","test_conduit","test_main","TestConduit","","","test_export_data",""
"passed","Thu Jun 23 19:00:15 GMT 2022","Thu Jun 23 19:00:18 GMT 2022","2338","test_conduit","test_main","TestConduit","","","test_registration_valid",""
"passed","Thu Jun 23 19:00:23 GMT 2022","Thu Jun 23 19:00:34 GMT 2022","11073","test_conduit","test_main","TestConduit","","","test_accept_cookies",""
"passed","Thu Jun 23 19:00:19 GMT 2022","Thu Jun 23 19:00:21 GMT 2022","2242","test_conduit","test_main","TestConduit","","","test_sign_in",""
