"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 12 18:09:19 GMT 2022","Sun Jun 12 18:09:21 GMT 2022","2709","test_conduit","test_main","TestConduit","","","test_registration_invalid",""
"passed","Sun Jun 12 18:10:09 GMT 2022","Sun Jun 12 18:10:16 GMT 2022","7498","test_conduit","test_main","TestConduit","","","test_change_profile_pic",""
"passed","Sun Jun 12 18:09:48 GMT 2022","Sun Jun 12 18:09:48 GMT 2022","175","test_conduit","test_main","TestConduit","","","test_popular_tag_list",""
"passed","Sun Jun 12 18:09:51 GMT 2022","Sun Jun 12 18:09:56 GMT 2022","5493","test_conduit","test_main","TestConduit","","","test_page_navigation",""
"passed","Sun Jun 12 18:10:18 GMT 2022","Sun Jun 12 18:10:44 GMT 2022","25912","test_conduit","test_main","TestConduit","","","test_delete_data",""
"passed","Sun Jun 12 18:09:58 GMT 2022","Sun Jun 12 18:10:07 GMT 2022","8826","test_conduit","test_main","TestConduit","","","test_adding_new_input",""
"passed","Sun Jun 12 18:09:29 GMT 2022","Sun Jun 12 18:09:33 GMT 2022","4363","test_conduit","test_main","TestConduit","","","test_sign_in",""
"passed","Sun Jun 12 18:09:35 GMT 2022","Sun Jun 12 18:09:46 GMT 2022","11084","test_conduit","test_main","TestConduit","","","test_accept_cookies",""
"passed","Sun Jun 12 18:09:23 GMT 2022","Sun Jun 12 18:09:27 GMT 2022","3825","test_conduit","test_main","TestConduit","","","test_registration_valid",""
"passed","Sun Jun 12 18:10:46 GMT 2022","Sun Jun 12 18:10:50 GMT 2022","4431","test_conduit","test_main","TestConduit","","","test_logout",""
